row_id,job_id,resume_id,source_for_sample,claude_label,gpt_label,gemini_label,majority_label,agreement,is_unanimous,embedding_similarity,skill_overlap,weighted_skill_score,resume_category,job_position_title
219,14,1196,B_xcat,0,0,0,0,3-0,True,0.54819524,0.16666667,0.18120354,CONSULTANT,UI Web Designer
220,70,1434,A_mid,0,0,0,0,3-0,True,0.36980963,0.0,0.0,CHEF,Supply Chain Analyst IV
221,770,25,B_xcat,0,0,0,0,3-0,True,0.52012855,0.0,0.0,HR,Animation Programmer
222,139,2218,A_mid,0,0,0,0,3-0,True,0.41610733,0.5,0.5,BANKING,Registered Nurse Casual Mount Royal
223,798,1088,topK,0,0,0,0,3-0,True,0.5793411,0.6666667,0.7040453,SALES,Real Estate Paralegal or Executive Assistant
224,504,1016,topK,1,1,1,1,3-0,True,0.7682488,0.4,0.37625512,SALES,Customer Service Representative / Inside Sales
225,286,2170,topK,1,0,1,1,2-1,False,0.6936672,0.22222222,0.22727273,BANKING,Fraud Representative
226,447,1790,B_xcat,0,0,0,0,3-0,True,0.659956,0.2857143,0.33443886,ENGINEERING,"Regional Sales Director, SAP - NE - United States"
227,509,387,A_mid,0,0,0,0,3-0,True,0.3795049,0.11111111,0.048417494,TEACHER,Sr. Director/Head of Strategy and Business Operations
228,56,1454,B_xcat,0,0,0,0,3-0,True,0.5162345,0.14285715,0.14705883,CHEF,Sales Manager
229,396,1173,A_mid,0,0,0,0,3-0,True,0.42225483,0.0,0.0,CONSULTANT,Human Resources Director
230,161,516,topK,0,0,1,0,2-1,False,0.61107737,0.0,0.0,ADVOCATE,Criminal Investigator 2
231,705,1248,topK,1,0,1,1,2-1,False,0.6739545,1.0,1.0,DIGITAL-MEDIA,Sales Representatives
232,807,104,topK,1,0,1,1,2-1,False,0.66267204,0.23529412,0.22931863,HR,"Executive Coordinator, Office of The President"
233,765,1629,B_xcat,0,0,0,0,3-0,True,0.5281256,0.125,0.1436553,APPAREL,CNC Programmer Machinist
234,64,1194,topK,0,0,0,0,3-0,True,0.3838315,0.0,0.0,CONSULTANT,Web Developer (Front-End)
235,532,1612,B_xcat,0,0,0,0,3-0,True,0.6614945,0.33333334,0.33333334,APPAREL,Commercial Construction Manager
236,821,628,A_mid,0,0,0,0,3-0,True,0.4838899,0.0,0.0,BUSINESS-DEVELOPMENT,Retail Sales Associate
237,10,1117,A_mid,0,0,0,0,3-0,True,0.4844686,0.125,0.125,CONSULTANT,Web Developer
238,695,1304,topK,0,0,0,0,3-0,True,0.71627533,0.5,0.5,DIGITAL-MEDIA,"Program Manager, Blended Learning"
239,389,1633,topK,1,0,1,1,2-1,False,0.71436596,0.0,0.0,APPAREL,Retail Sales Associate
240,344,774,topK,1,1,1,1,3-0,True,0.74586743,0.15384616,0.16615005,HEALTHCARE,Project Manager
241,210,78,B_xcat,0,0,0,0,3-0,True,0.571522,0.5,0.5555556,HR,Dump Truck Driver
242,71,2467,topK,1,0,1,1,2-1,False,0.77071065,0.0,0.0,AVIATION,Supply Chain Analyst
243,641,1224,B_xcat,1,0,1,1,2-1,False,0.5031854,0.25,0.28823388,CONSULTANT,Content Creator
244,144,1744,topK,1,0,1,1,2-1,False,0.45132956,0.0,0.0,ENGINEERING,"Software Engineer, Test, Advertising"
245,575,717,B_xcat,0,0,0,0,3-0,True,0.6028694,0.25,0.25,HEALTHCARE,Construction Project Manager
246,223,579,topK,1,0,1,1,2-1,False,0.6865257,0.25,0.26600498,BUSINESS-DEVELOPMENT,Customer Service Representative (Work at Home)
247,520,223,topK,0,0,0,0,3-0,True,0.66524005,0.2,0.20833333,INFORMATION-TECHNOLOGY,Vice President of Operations - Indianapolis & St. Louis
248,782,2177,topK,0,0,0,0,3-0,True,0.59037876,0.33333334,0.3965276,BANKING,Commercial Real Estate Attorney
249,267,2297,A_mid,0,0,0,0,3-0,True,0.4648153,0.11111111,0.06450505,ARTS,Talent Acquisition Advisor (Healthcare)   REMOTE
250,418,1898,topK,1,0,1,1,2-1,False,0.7301092,0.2,0.11478103,ACCOUNTANT,"Holman Frenia Allison, PC Hiring for Audit Staff Accountant Job at..."
251,796,1940,C_rand,0,0,0,0,3-0,True,0.45439318,0.0,0.0,CONSTRUCTION,Senior Accountant
252,371,1386,A_mid,0,0,0,0,3-0,True,0.44004565,0.0,0.0,CHEF,Software Engineer (remote)
253,30,1094,C_rand,0,0,0,0,3-0,True,0.43704638,0.0,0.0,SALES,Software Engineer
254,843,317,topK,1,0,0,0,2-1,False,0.7598175,0.5,0.6075367,INFORMATION-TECHNOLOGY,Remote Logistics Customer Service Rep
255,459,1440,A_mid,0,0,0,0,3-0,True,0.44344735,0.11111111,0.101435125,CHEF,Chief Financial Officer
256,543,1772,B_xcat,0,0,0,0,3-0,True,0.5592125,0.22222222,0.22222222,ENGINEERING,Marketing Intern
257,346,299,topK,1,0,1,1,2-1,False,0.7101202,0.22222222,0.25518954,INFORMATION-TECHNOLOGY,Project Manager
258,128,2347,B_xcat,0,0,0,0,3-0,True,0.5266575,0.33333334,0.3448276,ARTS,Business Development Center Representative - Performance Columbus
259,381,96,topK,0,0,0,0,3-0,True,0.72012615,0.33333334,0.16311881,HR,Case Manager I - Remote
260,406,2245,B_xcat,0,0,0,0,3-0,True,0.66707367,0.22222222,0.12058765,BANKING,Construction Project Manager (Remote)
261,713,1214,A_mid,0,0,0,0,3-0,True,0.419787,0.0,0.0,CONSULTANT,Director of Development 
262,687,2140,topK,1,0,1,1,2-1,False,0.6897745,0.0,0.0,PUBLIC-RELATIONS,Crew Team Member
263,409,37,B_xcat,0,0,0,0,3-0,True,0.6317232,0.0,0.0,HR,"Project Manager, Construction Manager (Remote), Project ..."
264,626,900,topK,1,0,1,1,2-1,False,0.6551734,0.6666667,0.6666667,FITNESS,Customer Service Sales Associate
265,845,1496,topK,0,0,0,0,3-0,True,0.7234397,0.2857143,0.29411766,FINANCE,Contracting Project Management Intern
266,316,1016,A_mid,0,0,0,0,3-0,True,0.36319765,1.0,1.0,SALES,Email marketing specialist
267,819,167,B_xcat,1,0,1,1,2-1,False,0.55212164,0.4,0.41666666,DESIGNER,FT Sales Associate
268,557,2418,topK,1,0,1,1,2-1,False,0.6655966,0.14285715,0.15340586,AVIATION,Executive Assistant to CEO at Chartis Federal (Hybrid: Remote ...
269,266,2352,B_xcat,0,0,0,0,3-0,True,0.6368471,0.25,0.14740174,ARTS,Talent Acquisition Coordinator/ Technical Recruiter (100% Remote...
270,450,601,topK,1,0,1,1,2-1,False,0.69299203,0.5,0.43160117,BUSINESS-DEVELOPMENT,Regional Sales Manager - Air Solutions NE
271,456,1914,topK,0,0,1,0,2-1,False,0.7633059,0.2857143,0.33127326,ACCOUNTANT,VP of Finance (East Meadow)
272,446,90,A_mid,0,0,0,0,3-0,True,0.3048739,0.0,0.0,HR,Regional Sales Manager
273,435,129,A_mid,0,0,0,0,3-0,True,0.40046033,0.05,0.059129834,DESIGNER,"Systems Administrator, IT (Brooklyn, NY)"
274,352,1823,A_mid,0,0,0,0,3-0,True,0.467197,0.33333334,0.29557487,ACCOUNTANT,"Manager, Sales and Customer Service"
275,190,689,A_mid,0,0,0,0,3-0,True,0.450842,0.4,0.4426095,HEALTHCARE,Fraud Awareness Educator – Associate
276,543,2457,B_xcat,0,0,0,0,3-0,True,0.54432976,0.0,0.0,AVIATION,Marketing Intern
277,771,2478,B_xcat,0,0,0,0,3-0,True,0.613248,0.2,0.15717018,AVIATION,Senior Statistical Programmer
278,449,743,B_xcat,0,0,0,0,3-0,True,0.5384429,0.11111111,0.11759695,HEALTHCARE,Sales Leader I - Business Banking Sales Manager
279,676,2101,A_mid,0,0,0,0,3-0,True,0.42528167,0.0,0.0,PUBLIC-RELATIONS,System Software Development Engineer - Entry Level
280,789,782,topK,1,0,1,1,2-1,False,0.69832236,0.0,0.0,HEALTHCARE,Administrative Assistant - Remote / Online / Work From Home (PT/FT)
281,32,2357,A_mid,0,0,0,0,3-0,True,0.44571862,0.25,0.25,ARTS,Associate Software Engineering
282,378,1894,A_mid,0,0,0,0,3-0,True,0.34102648,0.16666667,0.16666667,ACCOUNTANT,Senior graphic designer
283,59,1314,B_xcat,0,0,0,0,3-0,True,0.5925309,0.0,0.0,DIGITAL-MEDIA,Workday Sales Director
284,325,2117,A_mid,0,0,0,0,3-0,True,0.36029166,0.0,0.0,PUBLIC-RELATIONS,Career Coach (Remote Accepted)
285,809,2363,topK,0,0,0,0,3-0,True,0.69282013,0.071428575,0.07622732,ARTS,"Vice President, Business Development"
286,809,1293,B_xcat,0,0,0,0,3-0,True,0.5268177,0.071428575,0.07622732,DIGITAL-MEDIA,"Vice President, Business Development"
287,603,1754,A_mid,0,0,0,0,3-0,True,0.4228307,0.06666667,0.07220822,ENGINEERING,Development Associate
288,532,2232,B_xcat,0,0,0,0,3-0,True,0.6139203,0.33333334,0.33333334,BANKING,Commercial Construction Manager
289,59,1241,B_xcat,0,0,0,0,3-0,True,0.5349614,0.33333334,0.3965276,DIGITAL-MEDIA,Workday Sales Director
290,270,961,A_mid,0,0,0,0,3-0,True,0.4414249,0.0,0.0,AGRICULTURE,Senior Talent Acquisition Specialist
291,421,1956,B_xcat,0,0,0,0,3-0,True,0.5466109,0.25,0.14740174,CONSTRUCTION,Audit Staff Accountant
292,720,1494,A_mid,0,0,0,0,3-0,True,0.4503437,0.125,0.073280044,FINANCE,Sales Executive Fiber
293,14,1140,B_xcat,0,0,0,0,3-0,True,0.5004206,0.0,0.0,CONSULTANT,UI Web Designer
294,798,2246,A_mid,0,0,0,0,3-0,True,0.48941785,0.6666667,0.7040453,BANKING,Real Estate Paralegal or Executive Assistant
295,94,161,topK,0,0,0,0,3-0,True,0.67084193,0.083333336,0.09060177,DESIGNER,Software Developer
296,460,2168,topK,0,0,1,0,2-1,False,0.748006,0.3,0.29796705,BANKING,"Associate Director, Global Capital Markets Documentation, GBM..."
297,274,1245,A_mid,1,0,1,1,2-1,False,0.46518365,0.0,0.0,DIGITAL-MEDIA,Marketing Specialist
298,266,1666,B_xcat,0,0,0,0,3-0,True,0.6704527,0.25,0.28419942,APPAREL,Talent Acquisition Coordinator/ Technical Recruiter (100% Remote...
299,489,2366,C_rand,0,0,1,0,2-1,False,0.47228432,0.0,0.0,ARTS,Nursing Assistant (Inpatient Mental Health)
300,309,1770,C_rand,0,0,0,0,3-0,True,0.37675056,0.14285715,0.15531841,ENGINEERING,Marketing Specialist
301,595,1793,B_xcat,0,0,0,0,3-0,True,0.528322,0.0,0.0,ENGINEERING,Vice president marketing
302,379,2207,A_mid,0,0,0,0,3-0,True,0.38125,0.0,0.0,BANKING,Remote RN Case Manager
303,641,1227,A_mid,1,0,1,1,2-1,False,0.46673942,0.125,0.14411694,DIGITAL-MEDIA,Content Creator
304,820,501,topK,1,1,1,1,3-0,True,0.7467534,0.22222222,0.23477882,ADVOCATE,Sales Associate
305,148,1997,topK,0,1,0,0,2-1,False,0.6956106,0.125,0.12935348,CONSTRUCTION,Program Compliance Manager
306,113,600,topK,1,1,1,1,3-0,True,0.79052204,0.2857143,0.2857143,BUSINESS-DEVELOPMENT,"Marketing Director – E-Learning – Columbus, OH"
307,411,2407,A_mid,0,0,0,0,3-0,True,0.397169,0.0,0.0,AVIATION,"Construction Project Manager- (Remote in Detroit, Cleveland, or..."
308,660,1322,A_mid,0,0,0,0,3-0,True,0.3697531,0.0,0.0,AUTOMOBILE,File Clerk Remote
309,583,925,topK,0,0,0,0,3-0,True,0.6763775,0.14285715,0.1601378,AGRICULTURE,Youth Career Coach
310,193,288,topK,0,0,0,0,3-0,True,0.69512147,0.6666667,0.60296285,INFORMATION-TECHNOLOGY,Fraud & Compliance - AML/BSA Specialist
311,318,326,A_mid,0,0,0,0,3-0,True,0.48663482,0.2,0.20833333,INFORMATION-TECHNOLOGY,Career Coach (Remote)
312,48,2254,A_mid,0,0,0,0,3-0,True,0.35063508,0.0,0.0,BANKING,Bank Teller
313,771,52,B_xcat,0,0,0,0,3-0,True,0.53634155,0.2,0.2537796,HR,Senior Statistical Programmer
314,275,712,B_xcat,0,0,0,0,3-0,True,0.5320225,0.25,0.2758389,HEALTHCARE,COORDINATOR - MARKETING
315,102,1589,topK,0,1,0,0,2-1,False,0.69175655,0.14285715,0.14705883,FINANCE,Senior Vice President of Property Management
316,797,254,A_mid,0,0,0,0,3-0,True,0.4201102,0.4,0.4,INFORMATION-TECHNOLOGY,"Executive Administrative Assistant, Brokerage"
317,808,1541,B_xcat,0,0,0,0,3-0,True,0.65158707,0.0,0.0,FINANCE,"Senior Data Security Engineer, Vice President - Remote"
318,720,1261,topK,1,1,1,1,3-0,True,0.6820128,0.25,0.21369216,DIGITAL-MEDIA,Sales Executive Fiber
319,422,1666,B_xcat,0,0,0,0,3-0,True,0.6068803,0.33333334,0.33333334,APPAREL,"Assurance Senior, Public Accounting"
320,428,2375,A_mid,0,0,0,0,3-0,True,0.47744313,0.0,0.0,AVIATION,Business Development Specialist
321,672,1001,topK,1,0,1,1,2-1,False,0.69705033,0.33333334,0.33333334,SALES,Software Developer- Entry Level
322,512,2478,C_rand,0,0,0,0,3-0,True,0.4149488,0.14285715,0.14705883,AVIATION,"Manager, Business Strategy And Operations"
323,594,2093,topK,0,1,1,1,2-1,False,0.61321867,0.2,0.20833333,PUBLIC-RELATIONS,"Vice President, Marketing, MSNBC"
324,781,553,C_rand,0,0,1,0,2-1,False,0.7283978,0.2857143,0.27333778,ADVOCATE,Vice President Marketing
325,684,1003,topK,1,1,1,1,3-0,True,0.63359207,1.0,1.0,SALES,Retail Cashier & Sales Floor Support - The Shops at Riverwalk Rack
326,659,2162,A_mid,1,0,1,1,2-1,False,0.43325835,0.2857143,0.2857143,BANKING,Clerical Assistant
327,372,2202,topK,0,0,0,0,3-0,True,0.6539237,0.07692308,0.08653537,BANKING,Senior / Lead Software Engineer (Remote)
328,207,280,A_mid,0,0,0,0,3-0,True,0.3760071,0.0,0.0,INFORMATION-TECHNOLOGY,CDL Team Truck Driver and Lease Operators +
329,351,1598,topK,1,1,1,1,3-0,True,0.7595893,0.16666667,0.16666667,APPAREL,Sales Associate – Luxury Brand in NYC!
330,710,1103,B_xcat,0,0,0,0,3-0,True,0.5310635,0.083333336,0.09060177,SALES,Senior Systems Administrator
331,474,1343,topK,1,0,1,1,2-1,False,0.715315,0.25,0.27944502,AUTOMOBILE,Office Administrator
332,844,2096,topK,0,0,0,0,3-0,True,0.48432782,0.0,0.0,PUBLIC-RELATIONS,Project Intern
333,479,1192,topK,0,0,0,0,3-0,True,0.5822652,0.33333334,0.39703715,CONSULTANT,Administrative Assistant
334,215,1065,topK,0,0,0,0,3-0,True,0.5642948,0.0,0.0,SALES,Solo Class A CDL Driver
335,442,253,topK,1,1,1,1,3-0,True,0.7500088,0.22222222,0.25518954,INFORMATION-TECHNOLOGY,Systems Administrator
336,280,487,topK,1,0,1,1,2-1,False,0.7223128,0.5,0.52452207,ADVOCATE,Customer Service Representative 
337,91,446,B_xcat,0,0,0,0,3-0,True,0.52066046,0.0,0.0,ADVOCATE,Senior Software Developer - Up to 160k - 100% Remote
338,792,772,A_mid,0,0,1,0,2-1,False,0.49296352,0.16666667,0.17795755,HEALTHCARE,Remote Administrative Assistant
339,219,1022,A_mid,0,0,0,0,3-0,True,0.35334966,0.16666667,0.1724138,SALES,Chief Executive Officer (CEO)
340,176,2422,topK,0,0,0,0,3-0,True,0.65366256,0.5,0.5555556,AVIATION,Inventory Coordinator
341,435,452,topK,0,0,0,0,3-0,True,0.62302095,0.0,0.0,ADVOCATE,"Systems Administrator, IT (Brooklyn, NY)"
342,634,2013,A_mid,0,0,0,0,3-0,True,0.3703859,0.0,0.0,CONSTRUCTION,Special education coordinator
343,631,1535,C_rand,1,0,0,0,2-1,False,0.45487806,0.0,0.0,FINANCE,Sales Associate
344,275,1321,B_xcat,0,0,0,0,3-0,True,0.5842929,0.0,0.0,AUTOMOBILE,COORDINATOR - MARKETING
345,456,1483,topK,0,1,1,1,2-1,False,0.7452537,0.21428572,0.24845494,FINANCE,VP of Finance (East Meadow)
346,135,461,topK,0,0,0,0,3-0,True,0.59706706,0.0,0.0,ADVOCATE,Bilingual Occupational Registered Nurse
347,183,892,C_rand,0,1,1,1,2-1,False,0.4939341,0.0,0.0,FITNESS,Financial Professional – Financial / Insurance – Entry Level
348,626,763,B_xcat,1,0,1,1,2-1,False,0.559785,0.6666667,0.6666667,HEALTHCARE,Customer Service Sales Associate
349,665,832,A_mid,0,0,0,0,3-0,True,0.31148505,0.0,0.0,FITNESS,"Senior Director, Digital Marketing - Remote"
350,303,2353,A_mid,0,0,0,0,3-0,True,0.4361506,0.125,0.16560714,ARTS,"Attorney, CAMBA Legal Services, Brooklyn"
351,820,156,A_mid,0,0,0,0,3-0,True,0.39448434,0.0,0.0,DESIGNER,Sales Associate
352,450,777,B_xcat,0,1,1,1,2-1,False,0.529536,0.0,0.0,HEALTHCARE,Regional Sales Manager - Air Solutions NE
353,485,1341,topK,0,0,0,0,3-0,True,0.38153762,0.0,0.0,AUTOMOBILE,Federal - Nursing Assistant Inpatient Mental Health West
354,172,1435,A_mid,0,0,1,0,2-1,False,0.39661285,0.0,0.0,CHEF,Inventory Clerk
355,15,306,B_xcat,0,0,0,0,3-0,True,0.59899753,0.14285715,0.16563663,INFORMATION-TECHNOLOGY,Senior Web Designer (REMOTE)
356,593,1122,topK,0,1,0,0,2-1,False,0.6697475,0.0,0.0,CONSULTANT,"Integrated Marketing, VP (Retirement Group)"
357,268,2064,A_mid,0,0,0,0,3-0,True,0.350427,0.5,0.5,PUBLIC-RELATIONS,Talent Acquisition Specialist
358,36,1518,B_xcat,0,0,0,0,3-0,True,0.5095701,0.0,0.0,FINANCE,Senior Software Engineer
359,135,936,A_mid,0,0,0,0,3-0,True,0.31269538,0.33333334,0.27272728,AGRICULTURE,Bilingual Occupational Registered Nurse
360,699,253,topK,1,0,1,1,2-1,False,0.7309829,0.0,0.0,INFORMATION-TECHNOLOGY,IT Help Desk Technical Support Agent (Remote/Telecommute)
361,791,525,topK,0,1,1,1,2-1,False,0.6568165,0.22222222,0.18256027,ADVOCATE,"Administrative Assistant III (Part time) – Remote, Work from Anywhere"
362,599,2243,A_mid,0,0,1,0,2-1,False,0.4459652,0.0,0.0,BANKING,Development Associate
363,627,1568,A_mid,0,0,0,0,3-0,True,0.33602253,0.6666667,0.6666667,FINANCE,Part-Time Sales Associate | Crowfoot
364,647,594,topK,0,0,1,0,2-1,False,0.64600945,0.0,0.0,BUSINESS-DEVELOPMENT,Medical Office Specialist
365,82,1655,topK,1,0,1,1,2-1,False,0.6158471,1.0,1.0,APPAREL,"Retail Commission Sales Associate - Fine Jewelry, Northridge..."
366,461,1680,topK,0,1,0,0,2-1,False,0.56709903,0.0,0.0,APPAREL,Furniture Product Sales Liasion
367,756,1366,A_mid,0,0,0,0,3-0,True,0.4054363,0.0,0.0,CHEF,"Coach, Career Prep"
368,149,1617,A_mid,0,0,0,0,3-0,True,0.4716082,0.21428572,0.22285761,APPAREL,Program Compliance Manager - Remote
369,231,379,A_mid,0,0,0,0,3-0,True,0.30573425,0.0,0.0,TEACHER,Marketing Specialist
370,528,2022,B_xcat,0,0,1,0,2-1,False,0.6330507,0.0,0.0,CONSTRUCTION,Software Engineering
371,13,1760,topK,0,0,0,0,3-0,True,0.5465946,0.11111111,0.11111111,ENGINEERING,Wordpress Web Developer
372,569,246,B_xcat,0,0,0,0,3-0,True,0.6410135,0.2,0.21452276,INFORMATION-TECHNOLOGY,Sr Accountant
373,37,1686,A_mid,0,0,0,0,3-0,True,0.37932622,0.25,0.27606687,APPAREL,Warehouse Manager
374,353,959,A_mid,0,0,0,0,3-0,True,0.40699297,0.0,0.0,AGRICULTURE,Customer Service/Sales
375,822,2395,A_mid,0,0,0,0,3-0,True,0.43262255,0.0,0.0,AVIATION,Retail Sales Associate (All positions)
376,672,1147,topK,0,0,1,0,2-1,False,0.72814333,0.33333334,0.33333334,CONSULTANT,Software Developer- Entry Level
377,15,935,B_xcat,0,1,0,0,2-1,False,0.53617114,0.14285715,0.16563663,AGRICULTURE,Senior Web Designer (REMOTE)
378,462,288,topK,0,0,0,0,3-0,True,0.7028851,0.6666667,0.6666667,INFORMATION-TECHNOLOGY,Data Analyst/Manager
379,439,279,topK,1,1,1,1,3-0,True,0.6468884,0.0,0.0,INFORMATION-TECHNOLOGY,It Systems Administrator Ii
380,423,1868,topK,1,1,1,1,3-0,True,0.70465845,0.6666667,0.6375929,ACCOUNTANT,Accountant
381,691,741,topK,0,1,1,1,2-1,False,0.69580793,0.6,0.6,HEALTHCARE,Medical Receptionist
382,387,534,C_rand,1,0,0,0,2-1,False,0.44114268,0.33333334,0.33333334,ADVOCATE,Sales Associate
383,212,180,topK,1,1,0,1,2-1,False,0.48917764,1.0,1.0,DESIGNER,CDL-A Truck Driver - $5K Sign On Bonus
384,529,1695,A_mid,0,0,0,0,3-0,True,0.4784951,0.14285715,0.16543631,ENGINEERING,Banking Center Supervisor
385,281,1426,C_rand,0,0,0,0,3-0,True,0.004324135,0.0,0.0,CHEF,Test position
386,768,438,topK,0,0,0,0,3-0,True,0.6489385,0.125,0.13124534,TEACHER,CNC Programmer
387,841,556,A_mid,0,0,0,0,3-0,True,0.4417615,0.23076923,0.20445867,ADVOCATE,Equity Research Biotech Associate
388,734,654,topK,0,0,1,0,2-1,False,0.5129653,0.5,0.5,BUSINESS-DEVELOPMENT,Customer Service Agent
389,813,577,topK,0,0,0,0,3-0,True,0.7255966,0.42857143,0.42857143,BUSINESS-DEVELOPMENT,E-commerce Project Manager
390,774,1499,topK,1,0,1,1,2-1,False,0.6098914,0.0,0.0,FINANCE,Real Estate Acquisitions Analyst / Sr. Analyst
391,211,536,B_xcat,0,0,0,0,3-0,True,0.5266291,0.4,0.4,ADVOCATE,CDL Local Route Delivery Truck Driver
392,774,2298,C_rand,0,0,0,0,3-0,True,0.48906642,0.16666667,0.16666667,ARTS,Real Estate Acquisitions Analyst / Sr. Analyst
393,449,834,B_xcat,0,0,0,0,3-0,True,0.59761643,0.22222222,0.2351939,FITNESS,Sales Leader I - Business Banking Sales Manager
394,38,1865,A_mid,0,0,0,0,3-0,True,0.33560538,0.0,0.0,ACCOUNTANT,Warehouse Manager
395,751,1942,A_mid,0,0,0,0,3-0,True,0.4337288,0.0,0.0,CONSTRUCTION,Lead Commercial Counsel
396,467,2333,B_xcat,0,0,0,0,3-0,True,0.6103843,0.16666667,0.19851857,ARTS,Marketing Analytics Manager
397,410,815,B_xcat,0,0,0,0,3-0,True,0.5159107,0.5,0.45319098,FITNESS,REMOTE FLEX - Construction Project Manager
398,694,1582,A_mid,0,0,0,0,3-0,True,0.48689044,0.0,0.0,FINANCE,Part-Time Retail Sales Associate
399,208,2020,A_mid,0,0,0,0,3-0,True,0.37232396,0.0,0.0,CONSTRUCTION,CDL-A Flatbed Truck Driver
400,58,346,A_mid,0,0,0,0,3-0,True,0.31917754,0.0,0.0,TEACHER,"Account Executive - Columbus, OH - AMO Sales and Services, Inc.."
401,86,255,A_mid,0,0,0,0,3-0,True,0.30185136,0.0,0.0,INFORMATION-TECHNOLOGY,Dishwasher/Kitchen Cleaner
402,405,200,A_mid,0,0,0,0,3-0,True,0.44245303,0.2,0.14677064,DESIGNER,(3) Construction Project Managers (Remote) (industrial structures)
403,769,292,C_rand,0,0,0,0,3-0,True,0.6339782,0.33333334,0.35243878,INFORMATION-TECHNOLOGY,Mainframe Programmer Analyst
404,341,145,A_mid,0,0,0,0,3-0,True,0.39763117,0.0,0.0,DESIGNER,Cardiology Clinical Educator - Cleveland
405,728,2021,C_rand,0,0,0,0,3-0,True,0.35246074,0.16666667,0.16666667,CONSTRUCTION,Equity Research Associate - Biotechnology
406,500,950,C_rand,0,0,0,0,3-0,True,0.32036802,0.0,0.0,AGRICULTURE,Creative Real Estate Agent in Nyc (We Train You)
407,676,1274,A_mid,0,1,0,0,2-1,False,0.4525075,0.0,0.0,DIGITAL-MEDIA,System Software Development Engineer - Entry Level
408,356,251,B_xcat,0,0,0,0,3-0,True,0.56493056,0.375,0.40338787,INFORMATION-TECHNOLOGY,Sales Service Representative
409,220,629,A_mid,0,0,0,0,3-0,True,0.41601944,0.0,0.0,BUSINESS-DEVELOPMENT,Chief Financial Officer (CFO)
410,212,189,A_mid,0,0,0,0,3-0,True,0.31654683,0.5,0.5,DESIGNER,CDL-A Truck Driver - $5K Sign On Bonus
411,442,1774,topK,1,1,1,1,3-0,True,0.74350137,0.44444445,0.48486012,ENGINEERING,Systems Administrator
412,378,2313,topK,1,1,1,1,3-0,True,0.5941971,0.0,0.0,ARTS,Senior graphic designer
413,839,2294,A_mid,0,0,0,0,3-0,True,0.35685357,0.5,0.39813787,ARTS,Tele-Telemetry Nurse RN - Travel Jobs
414,712,1676,B_xcat,0,1,0,0,2-1,False,0.55826277,0.375,0.33498752,APPAREL,"Business Development Manager, NA Marketing Services"
415,514,1178,topK,1,1,1,1,3-0,True,0.7654184,0.33333334,0.37649778,CONSULTANT,Staff Strategic Operations Manager
416,354,248,A_mid,0,0,0,0,3-0,True,0.4644874,0.5,0.5,INFORMATION-TECHNOLOGY,Sales And Marketing Representative
417,47,1729,A_mid,0,0,0,0,3-0,True,0.39237973,0.33333334,0.33333334,ENGINEERING,Part-time Bank Teller/Financial Services Representative
418,807,538,topK,0,1,0,0,2-1,False,0.67213416,0.11764706,0.09897419,ADVOCATE,"Executive Coordinator, Office of The President"
419,13,2202,topK,0,1,0,0,2-1,False,0.59817207,0.11111111,0.11111111,BANKING,Wordpress Web Developer
420,464,1143,B_xcat,0,0,0,0,3-0,True,0.5075157,0.0,0.0,CONSULTANT,Data Analyst Manager
421,851,1554,topK,0,0,0,0,3-0,True,0.5348226,0.0,0.0,FINANCE,Inbound Customer Service / Sales (Remote)
422,370,633,B_xcat,0,0,0,0,3-0,True,0.61258537,0.071428575,0.077291854,BUSINESS-DEVELOPMENT,Software Engineer I ( 100% Remote)
423,360,1571,C_rand,0,0,0,0,3-0,True,0.3556259,0.0,0.0,FINANCE,Remote Work from Home Part Time Data Entry - Entry Level
424,230,179,topK,1,1,1,1,3-0,True,0.59545016,1.0,1.0,DESIGNER,Marketing Specialist
425,426,2007,B_xcat,0,1,0,0,2-1,False,0.514821,0.33333334,0.33333334,CONSTRUCTION,Business Development Associate
426,557,1990,topK,0,0,0,0,3-0,True,0.6613578,0.2857143,0.30681172,CONSTRUCTION,Executive Assistant to CEO at Chartis Federal (Hybrid: Remote ...
427,762,1418,A_mid,0,0,0,0,3-0,True,0.32093215,0.1,0.10389282,CHEF,Account Delivery Manager
428,2,1304,topK,0,0,0,0,3-0,True,0.5822554,0.5,0.5,DIGITAL-MEDIA,Licensing Coordinator - Consumer Products
429,194,117,A_mid,0,0,0,0,3-0,True,0.40410626,0.0,0.0,DESIGNER,Fraud Investigator
430,593,2388,B_xcat,0,0,0,0,3-0,True,0.5288553,0.0,0.0,AVIATION,"Integrated Marketing, VP (Retirement Group)"
431,700,2332,B_xcat,0,1,0,0,2-1,False,0.6549817,0.0625,0.07109799,ARTS,Systems Administrator
432,511,87,topK,0,0,0,0,3-0,True,0.65666103,0.0,0.0,HR,Sr. Director of Strategy & External Relations
433,522,171,A_mid,0,0,0,0,3-0,True,0.48881078,0.0,0.0,DESIGNER,C++ Embedded Engineer
434,179,1133,C_rand,0,0,0,0,3-0,True,0.41813967,0.0,0.0,CONSULTANT,Staff Software Engineer - SMB - Marketing Enablement
435,400,31,topK,1,1,1,1,3-0,True,0.59904325,0.0,0.0,HR,Human Resource Coordinator
436,345,185,A_mid,0,0,0,0,3-0,True,0.49656662,0.0,0.0,DESIGNER,Project Manager
