row_id,job_id,resume_id,source_for_sample,embedding_similarity,skill_overlap,weighted_skill_score,resume_category,job_position_title,resume_text,job_description
247,520,223,topK,0.66524005,0.2,0.20833333,INFORMATION-TECHNOLOGY,Vice President of Operations - Indianapolis & St. Louis,"INFORMATION TECHNOLOGY AUDITOR         Skills        PeopleSoft HCM 8.8/9.x, PeopleSoft Financials 8.8/9.x,  PeopleTools 8.51/ 8.54, SQL Developer, MS Office, Visio, MS Project, Dell Stat 5.6/5.7, SQL Developer, Application Designer, Putty, SharePoint, HP Application Lifecycle Management, Oracle Enterprise Manager, STAT Admin, TOAD, Service Now, Remedy, Heat, Oracle E-Business, Asset Suite 8.            Experience     10/2016   to   Current     Information Technology Auditor    Company Name   －   City  ,   State      Participate in the annual risk assessment and audit planning process covering IT, financial, operational, and contract areas.  Assist with IT audits and reviews including user access, database and service configurations, security, and policy and procedural compliance.  Perform IT project pre and post audit assessments.  Participate in external cyber related audits and assessments.  Assist with IT portion of annual assessment of internal controls over financial reporting (Sarbanes Oxley - SOX).  Includes risk assessment, control walkthroughs, control testing, remediation assistance, report of results to IT management and other management, and collaboration with our external financial IT auditors.  Consult on IT matters within non-IT focused audits and reviews performed internal audit.  Assist and consult with IT management on upgrades, implementations, and action plans resulting from various audits and assessments.  Assists and provides support to others auditing the Association as needed.  Train and educate members of the internal audit team and other personnel on IT audit methods and emerging IT risks.  Coordinates work of internal auditors when assigned to assist with special/complex audits.  Adhere to company policies, programs and procedures as well as Critical Infrastructure Protection (CIP), Western Electricity Coordinating Council (WECC), Federal Energy Regulatory Commission (FERC), North American Electric Reliability Corporation (NERC), and Midw [...]","this website is audioeye enabled and is being optimized for accessibility to open the audioeye toolbar press shift   the toolbar contains the following

the audioeye help desk to report accessibility and usability related issues

the audioeye certification statement to explain the ongoing web accessibility and usability enhancements for this website

the player tool to listen to this site read aloud the player is not intended as a substitute for your screen reader

if you are unable to complete this application due to a disability contact this employer to ask for an accommodation or an alternative application process
vice president of operations  indianapolis  st louis

full time pepper pike beachwood oh us

 days ago requisition id 
 oversee and monitor both operational and financial performance of all properties
 establish and execute operations strategies
 build train and develop opportunities for growth for the property management leaders  team members
 develops and maintains a positive and productive team environment providing guidance and motivation to maximize portfolio value and streamline reporting
 direct oversight of regional managers within the specified portfolio
 maintain thorough knowledge of relevant markets including competing properties employment trends and new development
 ensure the physical properties are well maintained and capital improvements are recommended and carried out in a timely and costeffective manner
  years of property management industry e [...]"
248,782,2177,topK,0.59037876,0.33333334,0.3965276,BANKING,Commercial Real Estate Attorney,"MORTGAGE BANKING DEFAULT OPERATIONS SPECIALIST II       Objective     Seeking a challenging position where I am able to utilize my customer service, trouble shooting, communication and problem solving skills towards growth and advancement within a prestigious company.       Experience     February 2015   to   Current     Company Name    City  ,   State    Mortgage Banking Default Operations Specialist II        Responds to internal inquiries from customer service specialists regarding issues such as missing documents, ordering certain third party services and reviewing ""specialty flags""   Facilitate the gathering of underwriting documents for both pre and post underwriting decision making   Responsible for conducting research on mortgage files currently in litigation   Present results to management with issues and potential risks identified   Receives decision/results from underwriting and QC review and process according to decision   Communicate effectively with borrowers attorney on status of the loss mitigation and/or liquidation   Assess and analyze trial plan and/or modification document detail and verify against modification portal (PEGA)   Thorough understanding of investor requirements and impact potential to loss mitigation and default foreclosure processes  Coordinate tactic initiatives to better streamline department processes & procedures to present to senior management.         May 2014   to   Current     Company Name    City  ,   State    Audio-Visual Technician        Responsible for setting and striking general session/meeting room exhibit labor including load-in & out with install and dismantle, audio, video, and/or lighting assist   Coordinate and/or assist technical crews at various sites   Work with inventory control to ensure complete equipment coverage for clients are established   Operates multi-media equipment   Responsible for all technical labor of production, ensuring picture, sound, and quality   Performs maintenance of audio-visual equip [...]","job description

we are seeking a commercial real estate attorney to become a part of our team you will represent clients in variety of negotiations and sophisticated transactions

responsibilities
 prepare and draft legal documents on behalf of clients
 advise clients on business and legal transactions
 negotiate a variety of transactions including joint ventures commercial leases financings acquisitions and dispositions
 facilitate and attend closings
 participate in business develop activities

qualifications
  years of legal experience in general commercial real state transactions including joint ventures commercial leases financings acquisitions and dispositions
 familiarity with various transactions legal documents relating to the foregoing practice areas
 strong analytical and problem solving skills
 ability to build rapport with clients
 excellent written and verbal communication skills

company description
we are an entrepreneurial firm that started as inhouse counsel for one large owneroperator in new york and then grew to a nationwide client base serving a diverse real estate asset mix including multi family office retail mobile home parks and industrial our recent transactions outside of the new york include deals in arizona arkansas florida ohio west virginia and alaska"
249,267,2297,A_mid,0.4648153,0.11111111,0.06450505,ARTS,Talent Acquisition Advisor (Healthcare)   REMOTE,"FULL TIME STUDENT/INTERN       Summary    Tank Platoon Sergeant with twenty-four years of dedicated military service with the U.S. Army; two years' experience as a qualified trainer and instructor at the U.S. Army Armor School; successfully managed diverse groups of employees. My present position has facilitated the learning of the importance of providing timely support and services while managing a multitude of tasks. Assisted in the conduct of program orientations for large and small groups, complete individual mentoring of students, analyzed and synthesized data and information, wrote clear and concise reports, and effectively communicated with the staff, students and many members of a multidisciplinary team. Career supported by a recent completion of a Bachelors' Degree in Social Work. Team Building Personnel Management Inventory/Supply Management Time Management Training Evaluation Safety/Risk Management Inner-agency Coordination Training and Development Policy Implementation Needs Assessment Curriculum Development Organization/Communication Research/Analysis Microsoft Word, Power Point, Excel         Accomplishments      Graduated with Honors with a 3.69 GPA from the University of Louisville with a Bachelor's Degree in Social Work. Completed 560 hours of Social Work Practicum Internship with the Fort Knox Warrior Transition Center.   BSW Cum Laude - 2015  Bronze Star/Meritorious Service Medal (2)/ARCOM (11)/AAM (7)/Overseas Service Medal (4)/National Defense (2)/NCO Professional Development Ribbon (4)/Southwest Asia Service Medal/Liberation of Kuwait/Defense of Saudi Arabia/Operation Iraqi Freedom/Korean National Defense Ribbon/Army Service Ribbon        Experience      Full Time Student/Intern     Jan 2013   to   Jan 2015      Company Name        Graduated with Honors with a 3.69 GPA from the University of Louisville with a Bachelor's Degree in Social Work. Completed 560 hours of Social Work Practicum Internship with the Fort Knox Warrior Transition Center. [...]","work for one of the worlds best health care systems

for four consecutive years newsweek named southcoast health among the worlds best hospitals charlton memorial st lukes and tobey in addition since  southcoast health has been voted by readers as south coast media groups best place to work join us and be part of a talent acquisition team that provides collaboration support a great work culture and worklife balance

we are searching for a talent advisor ii to carry out systemwide recruitment and related activities for positions throughout southcoast health system assigned client groups could include clinical areas such as but not limited to allied health professionals patient care support nursing and nurse leadership and ancillary
 hours full time exempt
 shift day shift mondayfriday  flexibility in start and end time
 location remote must live in ma or ri infrequent in person availability needed for hiring events

job responsibilities
 facilitate the recruiting and hiring process which includes recruiting conducting indepth phone assessments work history review recommendations to hiring managers negotiation of pay rates and extending job offers scheduling physicals completing offer letters and working collaboratively with the shared services team to efficiently process onboarding documents
 utilize a variety of proactive sourcing tactics including but not limited to sourcing on linkedin social media various job boards mining of applicant tracking system and or crm advertisin [...]"
250,418,1898,topK,0.7301092,0.2,0.11478103,ACCOUNTANT,"Holman Frenia Allison, PC Hiring for Audit Staff Accountant Job at...","GENERAL ACCOUNTANT           Career Focus     To obtain a position which will allow me to utilize skills I have acquired through my education and work experiences while continuing to expand my knowledge. Energetic and motivated student dedicated to providing top-quality patient care. I have ten years of administrative support service with five years of that being in a senior position. I work proficiently in a team environment and demonstrate excellent interpersonal skills. I am detailed and multi-task oriented and believe that I can efficiently accomplish any task placed before me.       Licenses     Basic Life Support (BLS) Certification 2013-Present       Skill Highlights          Skilled in conducting physical assessment  Post-operative care  BLS certified  Committed to pediatric nursing         Type 72 WPM  Computer skills: MS Word/Excel/PowerPoint/Outlook, RIS, Health Connect, Symposium, Mainframe, Abraxas, SAP            Professional Experience      General Accountant    April 2010   to   April 2011     Company Name   －   City  ,   State      Responsibilities: Maintain general ledgers, bookkeeping, generate reports from Dun and Bradstreet, establish credit limits for new customers, balance books for end of month closing.          Medical Biller/Collector    December 2009   to   April 2010     Company Name   －   City  ,   State      Responsibilities: Post charges/payments,  Maintained patient charts and confidential files, transcription, prepare progress reports for workers compensation cases, process liens for liability cases, manage M.D.'s calendars, prepare subpoenas, answer high-volume phones, front desk check-in and scheduling.           Lead of Clerical Services    August 2000   to   December 2009     Company Name   －   City  ,   State      Responsibilities: Provide administrative support for senior management, present education/training to all new clerical staff, including cross-training for multiple service areas,  Maintained patient charts and confiden [...]","brdisplaynonecss ul  limarginleftcss lipadding

holman frenia allison pc certified public accountants and consultants hfa is headquartered in central new jersey the firm services a diverse client base within the tristate area providing highly personalized and comprehensive accounting audit tax and business consulting services

we are looking for a staff accountant i to work in our lakewood nj office this position will work for our audit department

in this role you will
 reconcile client records to trial balance which may include analytical procedures and performs schedule computations of prepaid accruals property equipment and calculates depreciation expense
 complete testing on internal controls single audit and other various funds
 confirm cash legal insurance revenue etc accounts
 use the firms software programs to automate the process from trial balance and financial statements
 perform other accounting auditing tax and consulting duties as needed in engagements

applicants must possess the following
 bachelors degree in accounting finance business or related field
 cpa within  years of date of hire
 prior internship with public accounting firm preferred
 knowledge of general accounting principles
 proficient in use of computers
 proficient in microsoft excel and word
 ability to communicate clearly and concisely
 reliable transportation to and from client locations

we offer an excellent benefits package including
 medical dental and vision plans
 health savings account [...]"
251,796,1940,C_rand,0.45439318,0.0,0.0,CONSTRUCTION,Senior Accountant,"CONSTRUCTION SUPERINTENDENT         Professional Summary      More than 26 years in construction supervision including accurate takeoffs, estimating, budgeting, contracting, Purchasing and invoicing. Experience in full on-site construction management and land development; effectively schedule, monitor and inspect all work from mobilization to completion. Work with architects, engineers, developers, contractors, inspectors, city officials, designers. Experienced in all phases of building commercial and residential. Veteran Superintendent well-versed in preparing and interpreting graphs, charts and maps to create practical schedules for new construction projects.        Skills           Subcontractor supervision    Construction materials knowledge    Blueprint interpretation    Good communication skills    Strong team player    Good multi-task    Supervisory experience    Works well independently        Commercial site supervision    Prolog experience    Construction Scheduling experienced in P3, sure track    Commercial construction    Project management skills    Power and hand tools    Computer proficient             Work History      Construction Superintendent  ,     07/2017  
                            to
                          Current     Company Name   –   City  
                            ,
                          State       Assisted in budgeting, bidding and the award of subcontractors.    Scheduled subcontractors, consultants, and vendors to ensure timely completion of projects.    Coordinated required inspections with local jurisdictions.    Coordinated required inspections with local jurisdictions.    Followed standards and procedures to maintain safe work environment.    Operated wide variety of equipment including power saws, sanders, grinders, cranes drill press, forklift and basic hand tools.    Followed company procedures to maintain work environment in a neat and orderly condition.    Loaded and unloaded building materials used for construct [...]","at mjh life sciences our success is measured by your success if you set your standards high and want to contribute to a winning team we ll provide you with every opportunity to help grow our company and your career our associates come from all backgrounds sharing one key quality determination to succeed we value being service focused having a passion for winning innovation respect integrity and teamwork nothing means more to us than hiring people with these attributes if you believe you re right for the job this is the place to prove it
formatted job description for senior accountant
senior accountant
as a senior accountant you are responsible for overseeing the maintenance and accuracy of the workday general ledger and related financial statement support for assigned business units
responsibilities
 gl coding of all invoices for assigned business units
 prepare monthend journal entries for assigned business units
 maintain balance sheet support schedules reconciliations for all balance sheet accounts
 prepare monthly variance analysis for all income statement accounts vs budget investiagte and resolve all unepexcted variances
 calculate and prepare monthly commission statements for salespersons associated with assigned franchises
 ensure daily processes are running accurately and smoothly
 prepare ad hoc analysis as required

requirements
 bachelor s degree in business andor  years of experience as a staff or senior accounting or a similar role
 strong interpersonal skills a [...]"
252,371,1386,A_mid,0.44004565,0.0,0.0,CHEF,Software Engineer (remote),"EXECUTIVE CHEF         Summary     Motivated Executive Chef with 22 years of culinary expertise.  Recognized for assessing operational needs and developing solutions to save costs, improve revenues, and drive customer satisfaction. Resourceful and well-organized with excellent leadership and team building record.  Last 4 years were spent actively participating and designing kitchens and restaurants in a 167 million dollars hotel expansion, while still managing and maintaining a fiscally responsible operation.  The Waterfront Beach resort is recognized by guests and peers as a premier culinary location in Orange County.       Experience      Executive Chef  ,     12/2003   to   Current     Company Name   –   City  ,   State      Managed kitchen and stewarding staff team of 67 and assigned various stages of food production and event management.  designed, managed and created menus for 3 restaurants (offshore 9, Boardwalk and newly opened Henry's), 2 pool pantries and 1 market (Riptide and Surf Hero).  Managed, designed menus and cooked for over 51,000 square feet of meeting space.  Maintained labor at under 11% to promote long-term business profitability.  Purchased ingredients and managed inventory from a variety of vendors which allowed for a hotel wide food costs of 26%.  Worked closely on a daily basis with sales and catering to create dynamic cost effective food selections for small banquets and large events for up to 1000 people.  Experimented new dish creations by incorporating customer recommendations and feedback.  Created recipes, incorporating various techniques, to build flavor and unique visual appeal.  Adjusted seasonal plans to source local ingredients and aligned special dishes to complement area events.  Worked with vendors to locate optimal recipe ingredients at cost-effective rates.  Utilized local, fresh food products to support local economies and showcase community support.  Produced or amended menus and item selections in conjunction with food a [...]","who we are
climb credit nmls  is an innovative student financing and payments platform that makes careeradvancing education more accessible affordable and accountable than ever before

climb identifies programs and schools with a demonstrated ability to improve the earnings of their graduates climb partners with schools that teach everything from cybersecurity to healthcare heavy machine operation to data science and culinary arts to coding

we provide learners with financing and payment options that are priced and structured to meet the unique needs of those seeking career elevation and increased earning power

climb credits mission is to expand access to career advancing education and we aim to do this for all communities therefore we are committed to building a workforce thats a representation of our learners climb fosters an inclusive work environment to all its employees we celebrate diverse representation and diverse thinking

to further this commitment weve set a goal to promote inclusivity and equity in our workplace internally and with schools and financing providers externally we do this through our company dei taskforce meetings to work through these initiatives climb acknowledges its power in providing access to educational opportunities and the positive impact of diversity which is why we have taken on this commitment to push forward this work we encourage our employees to be their most authentic selves and strive to create nurture and sustain an inclusive cultur [...]"
253,30,1094,C_rand,0.43704638,0.0,0.0,SALES,Software Engineer,"SALES ASSOCIATE       Professional Summary    Sales professional offering nearly 4 years experience in sales and sales management in a retail setting. Specializes in men and women's wear, with emphasis in building a solid customer base.      Skill Highlights          High-end fashion knowledge  Superb sales professional   Loss prevention comprehension  Ability to mediate disputes   Listening skills            Reliable and punctual             Compelling leadership skills            Customer service oriented  Cash handling accuracy  Retail merchandising expertise   Excellent communication skills  Energetic  Bilingual in English and Spanish            Achievements      Developed highly effective sales training strategies as Sales Manager.   Lead management team to exceed monthly store sales goal multiple times as Sales Manager.   Earned an achievement in Sales for Management, averaging 20% of the stores sales per month.   Lead several departments as the top salesperson by surpassing periodical goals  Sold high end product & merchandise to elite celebrities and continued service beyond the store.         Experience      Sales Associate     Nov 2016   to   Mar 2017      Company Name   －   City  ,   State     Described merchandise and services to customers.   Responded to safety and loss prevention incidents.   Organized in-store promotional events.   Maintained store in clean and neat manner.   Completed special client deliveries in person.   Evaluated transactions for suspected fraud.          Sales Associate/Brand Ambassador (TOPMAN)     Feb 2016   to   Nov 2016      Company Name   －   City  ,   State      Opened credit & debit cards to customers.     Described merchandise and services to customers.        Opened and closed the store, which included counting cash drawers and making bank deposits.          Collaborated with customer service team members to give exceptional service throughout the entire shopping and purchasing experience.          Maintained department [...]","tldr

highimpact software development jobs for smart people

code that saves lives

as a software developer at epic youll write software that impacts the lives of  of americans and  million patients around the world working in your own office surrounded by thousands of highcaliber developers youll use modern development methodologies and employ usercentered design analytics and machine learning tools to drive innovation in healthcare using leadingedge technologies and languages like js ts and c youll invent better ways to reduce medical errors streamline record sharing between hospitals and provide the quality of care a patient deserves

write software for the most innovative health systems on the planet

the topranked health systems in us news and world report are epic customers our community includes major systems like the mayo clinic johns hopkins cleveland clinic and kaiser permanente as well as leading academic medical centers at the university of wisconsin university of michigan university of california university of texas the ohio state university and many more

experience our stateoftheart campus eat delicious food and travel the world

we dont believe in cubicles well we believe they exist but our uniquely themed campus was designed to heighten your ability to get stuff done in your office a conference room or by the fireplace in a comfy chair for lunch visit kings cross or cassiopeia for a wide array of meal options or go to one of our smaller themed bistros featuri [...]"
254,843,317,topK,0.7598175,0.5,0.6075367,INFORMATION-TECHNOLOGY,Remote Logistics Customer Service Rep,"PROJECT MANAGER       Summary     Technical Support Professional skilled at resolving complex customer service issues in a timely manner. Enjoys troubleshooting to find solutions to technical issues. Successful at driving financial and productivity results in fast paced environments.       Highlights          Windows XP/7/8, Server 2003/2008  Active Directory, MS Outlook 2007/2010  SCCM, RDC, SMS  PC Hardware/Software, Printers, Copiers, Laptops, Mobile devices  Routers, Switches, Storage  VPN, VOIP, Wifi  Avaya PBX systems  Remedy              Accomplishments     Exceeded monthly goals by successfully handling more than 50 calls per day. Reduced technical exceptions to management by 40% to only 15 per day.        Experience     07/2013   to   Current     Project Manager    Company Name   －   City  ,   State       Built and maintained successful relationships with service providers, dealers and consumers.  Provided base level IT support to company personnel.  Defined project deliverables and monitored status of tasks.  Delivered status reports to stakeholders for budgeting and planning purposes.  Collaborated with cross-functional teams to draft project schedules and plans.  Monitored costs, timescales and resources used to achieve [Goal].  Monitored team progress and enforced deadlines.  Partnered with [Department Name] and [Department name] to address [Issue description].  Planned, implemented and managed all project contracts, performed scheduling, risk analysis, quality control and trained staff.  Key Performance: Managed 40 team members with the ability to initiate/manage cross-functional teams and multi-disciplinary projects.  Increased productivity with critical thinking, decision-making and problem solving skills.  Planned, organized and scheduled daily activities.  Excellent communication skills to coordinate with customers, vendors, and stakeholders.  Skilled in leading, negotiating and delegating abilities.  Tolerant to stressed situations.         03/200 [...]","job description

job summary
as a customer service representative you will be responsible for gathering and processing customer and carrier paperwork this position handles all data entry tracking tracing of loads imaging service oversight you will also be required to call on shipments in transit to get updates and ensure on time delivery frequently solves problems through research of multiple alternatives

essential functions
 call carriers to provide service updates gather missing documents
 assist in billing disputes
 respond to any communications received from customers and carriers
 upload documents and accurately enter and maintain up to date information on a continuous basis in tms
 work in a team environment to quickly resolve problems and meet business needs
 maintain system integrity by ensuring all data is entered accurately and timely
 ensure that all carrier documentation is completed and received prior to carrier utilization
 provide status updates as needed
 performs other related duties as assigned

requirements

knowledge experience and key competencies
 ba or equivalent experience preferred will accept any reasonable combination of education training and experience
  years experience in a fastpaced customer service environment
 experience in the transportation industry is a plus
 experience navigating transportation management systems is a plus
 strong negotiating problemsolving skills
 excellent verbal and written communication skills
 ability to work indepe [...]"
255,459,1440,A_mid,0.44344735,0.11111111,0.101435125,CHEF,Chief Financial Officer,"PERSONAL/ PRIVATE CHEF         Professional Summary     EXECUTIVE CHEF __________________________________________ With more than 29 years of expertise at the forefront of restaurant operations and menu development, I bring an innovative approach to restaurant's, catered events and hospitality services – one that focuses on cost-effectiveness in food and labor, with quality to deliver impactful and exceptional cuisine. My background includes Mexican, Italian, Japanese, American, and fusion of all those cuisines, with broad experience in line management, staffing, new restaurant development and menu planning. Fine dining, scratch kitchens, Catering onsite and offsite 100-20000 people at any given time, retail food outlets, concessions and QSR's       Skills          Kitchen Design & Workflows  Operations Management  Product Costing / Cost Control  Innovative Menu Development  Team Building & Leadership  Quality & Customer Service  New Restaurant Openings 7  Revenue Growth / P&L  Performance Management  IMenuPro  Aloha  Microsoft Office Suite  Solomon  Quest  ETeac  Eventmaster  Caterease  Food plating and presentation  Forecasting and planning  Kitchen equipment operation and maintenance  Operations management      Business process, Negotiation, Unique  Com, Operations Management  CA, Optimization  Cooking, Performance Management  Cost Control, Personnel  Clients, Processes  Client, Purchasing  Customer Service, Quality  DC, Quality control  Direction, Quality management  English, Quest  Financial management, Reception  Focus, Recruitment  Greek, Research  Italian, Retail  Kronos, Sales  Team Building, Scheduling  Recipes and menu planning  Payroll and scheduling  Menu planning            Work History      Personal/ Private Chef  ,     01/2019   to   Current     Company Name   –   City  ,   State      Traveling around the LA and Orange County cooking for parties of 2 to 50.  Plated, buffet, family style or food stations, plus more.  Sourcing wild and sustainable meats [...]","if you seek a truly outstanding employment experience utica national is the place for you
we are always looking for conscientious customeroriented people  whether youre a seasoned insurance professional or just starting out
we offer a supportive and friendly work environment that features a variety of career paths
we offer challenging assignments advancement opportunities full benefits packages competitive salaries and a great work environment
and were big enough to offer the opportunities you need to be successful but not so big that youll get lost in the crowd
are you up for the challenge take a few minutes to look at our job openings to explore the possibilities  then find one thats right for you and apply online today
position specific responsibilities include the oversight of the following but not limited to
provides key leadership in the development and continuing evaluation of short and longterm strategic financial objectives
management and oversight of accounting and financial functions for the organization
manages and leads finance teams including supervision progress reviews and plans for improvement and team building
responsible for integrity accuracy and timeliness of all internal and external financial reporting
builds and utilizes financial models and systems for proactive analysis of results and forecasting
collaborates  educates business unit leaders on their respective pls surfacing further opportunities for increased productivity and profitability
manages ex [...]"
256,543,1772,B_xcat,0.5592125,0.22222222,0.22222222,ENGINEERING,Marketing Intern,"ENGINEERING SERVICES MANAGER       Executive Profile    A results driven Controls Engineer and Project Manager with over 20 years of experience in manufacturing. Skilled in Industrial Automation and Process Engineering with a strong mechanical design background. Proven ability to lead and motivate high performance teams. History of building systems with improved functionality and productivity, consistently meeting critical requirements.      Skill Highlights          Proficient in process engineering and applying process needs to available technology to improve production availability and uptime.      Proficient in process engineering and applying process needs to available technology to improve production runablility and uptime.              Professional Experience      Engineering Services Manager   02/2013   －   08/2015     Company Name     City  ,   State       Accountable for maintaining the efficiency and effectiveness of all production manufacturing processes required to manufacture a high quality product in a repeatable and cost effective manner and provide overall customer satisfaction.   Manage  all engineering services with provision of all energy sources. Accountable for all mechanical repairs, design and construction within all departments and the resources engaged in the provision of these services both internal and external.   Support waste water operations by providing advanced troubleshooting on Siemens PLC's. Configured WINCC SCADA system.  Ensure that all expenditures both in supplies and staffing are optimized and maintained within budget.  Developed asset management software to track cost, asset history and work order tracking.  Performed advanced troubleshooting and PLC support for all plant equipment.          Electrical Superintendent   05/2008   －   02/2013     Company Name     City  ,   State       Primary responsibilities include supervising and coordinating all electrical and instrumentation activities.  Accountable for the proper operati [...]","the marketing intern works in an inhouse position with the marketing department gaining valuable experience in multiple areas of marketing communications corporate partnerships retail special events  experiences social media digital marketing photography videography advertising research and analytics

essential functions
 regular and predictable attendance is expected and required all cleveland metroparks employees must be prepared to work flexible schedules including evenings weekends andor holidays as required
 provides support to the department and assists with related functions and special projects as assigned
 serve as customer support liaison between public and internal staff
 assists with corporate partnership activation as needed and provides client support
 provides departmental support and assists with related functions and special projects as assigned
 assist in the collection analysis and synthesis of information including survey data collection through inperson interceptsinterviews
 utilizes google analytics to develop insights and make recommendations for digital and website strategy
 assists with setup execution and tear down for special events ribbon cuttings or media interviews
 assists with event promotions including collaboration with partners stakeholders and the media
 performs updates to website content and assists with ongoing website maintenance
 gathers information and creates enewsletter
 drafts andor proofreads written communications social posts pr [...]"
257,346,299,topK,0.7101202,0.22222222,0.25518954,INFORMATION-TECHNOLOGY,Project Manager,"VICE PRESIDENT INFORMATION TECHNOLOGY - SOFTWARE ENGINEERING         Professional Summary     A results-driven and business minded technology leader with 20+ years of experience in technology and software development.  A professional who is passionate about developing people and teams to reach their greatest potential. A thought leader that partners with business to drive strategy from conception to execution. A team player that places a priority on networking, relationship building and diversity to achieve the greatest possible outcome. A progressive technology leader with an innovative and growth mindset.       Skills          People Centered Leadership  Strategic & Tactical Planning  Software Engineering  Designing & Architecting Systems      Coaching and Talent Development  Building a Culture of Innovation and Engagement  Transformation and Change Advocate            Work History      Vice President Information Technology - Software Engineering  ,     03/2018   to   Current     Company Name   –   City  ,   State      Leading all aspects of IT Application Development and Corporate Systems teams encompassing 100+ IT associates plus consultants, $20 m budget, key capital trans-formative projects for the full life-cycle of delivering world class business solutions.  Supporting company-wide Fit for Growth initiative which focuses on improving customer and associate experience by transforming business processes and leveraging modern technology solutions replacing antiquated systems.  Leading technology transformation focused on re-platforming legacy core systems to a cloud and microservices/containers-based architecture running on the AWS platform.  This allows Safelite IT to deliver business value faster (improved speed to market by ~20%).   Leading implementation of robotic process automation (RPA) by automating manual/repetitive business processes. Anticipated savings of $2-$3 M per year.         Assistant Vice President - Solutions Delivery  ,     07/2015   to   0 [...]","would you love to work for a fastgrowing company with amazing perks and benefits including educational and professional development and a great worklife balance then forward slope wants you to join our team we are a fastpaced global company with a great reputation in the dod industry for over  years

forward slope inc is seeking an experienced project manager to lead an agile software development team with planning implementing and delivery innovative software systems to the department of defense dod daytoday efforts include working with highlytalented professionals to manage cost schedule performance and staff for delivering missioncritical software systems that provide us navy warfighters with the tools and resources for successfully planning and executing missions

this is a fulltime position under our enterprise solutions portfolio

this position requires that candidates be located in san diego ca

why join forward slope
 telework option available work from home yay
 flexible working hours based on job needs
 great and fun work culture
 amazing benefits package for full time employees including  employer contribution for employee medical benefits
  weeks of pto a year
  paid company holidays a year
 team building  continuous appreciation events for our employees
 education and professional development  programs to help you with your educational and professional growth
 free coffeesnacks and occasional free food and so much more

required qualifications
 currently hold an [...]"
258,128,2347,B_xcat,0.5266575,0.33333334,0.3448276,ARTS,Business Development Center Representative - Performance Columbus,"GAME DESIGN INTERN           Summary     I am an aspiring programming professional with experience in concessions management, customer service, and team leadership        Highlights          Working in a fast paced environment.  Managing a large volume of orders.  Maintaining sanitation and complying with food safety regulations.  Oversight of daily business income.      Working in a changing environment with diverse team members.  Operation of commercial equipment requiring safety protocol.            Skills      Knowledge in C++, Java, Ruby, MatLab, Linux/Unix Command Line, LaTex, Microsoft Office Package  Basic Data-Structure Construction and Management  Advanced Calculus, Discrete Mathematics, Linear Algebra        Accomplishments      Earned ""Team Member of the Month"" while working in the food service section of a Market Street grocery store.  Swift vertical promotion within food service section at Market Street.  Member of Alpha Phi Omega : September 2015 - May 2016  100+ hours of various volunteer services.        Work Experience      Game Design Intern    November 2016   to   Current     Company Name   －   City  ,   State      Oversight of documentation and file organization.  Level Designer, including enemy, items, and basic layout.  Co-Designer for general game mechanics.       ​         Concessions Supervisor    June 2016   to   Current     Company Name   －   City  ,   State       Served as mentor to junior team members.   Filled out daily paperwork; inventory logs, staff time logs, etc.  Oversight of multiple concession stands serving a variety of items.   ​​         Food Service Clerk    September 2014   to   July 2015     Company Name   －   City  ,   State      Prepared food items and cooked on a grill or in fryers.  Carefully maintained sanitation, health and safety standards in all work areas.  Performed general maintenance duties.  Took initiative to find extra tasks when scheduled duties were completed.    Took necessary steps to meet customer need [...]","at performance columbus family of dealerships contiues to expand

we have immediate full time opportunities for bdc service representatives at our performance columbus family of dealerships you will be working in an inboundoutbound call center that schedules appointments for our service departments

performance columbus family of dealerships is a leading automotive retailer with  automotive dealerships as well as a motorsports location if you consider yourself to be highly motivated friendly and career minded performance columbus is the team for you

apply now and make going to work fun again

employee benefits package
 top level compensation
 hsa  fsa health plan
 dental  vision plan
 short  long term disability
 life insurance
 company match retirement
 paid time off
 employee purchase program

the performance impact

exceptional
 team
 passion
 community

remembera smile changes the delivery of everything

if youre ready for a new and exciting change in your career take the first step and reach out today

as a performance columbus bdc representative you will
 answer inbound service calls professionally and schedule appointments
 generate appointments by means of incoming and outgoing calls no cold calling
 attract potential clients and retain current clientele by answering product and service questions received via phone andor internet
 contribute to high scores for the manufacturers customer satisfaction index csi
 check email frequently and respond to inquiries immediate [...]"
